term_id,preferred_label,definition,source_ontology,dominant_physical_phase,is_water_based,concert_unit_route,review_status
FOODON:02010004,animal egg (raw),A raw animal egg.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02010012,animal milk,Milk which is produced by animal lactation.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02010013,animal milk (raw),Raw animal milk.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02010033,animal fat,Fat derived from an animal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02010045,animal liver,A whole animal liver that is obtained from an animal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02010348,mushroom material,A material that derives from some mushroom.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020050,avian material,Material that derives from some avian animal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020060,piece of avian animal,A severed part of an avian animal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020150,chicken material,Material that derives from some chicken.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020152,chicken egg (raw),A raw chicken egg.,FOODON,solid,FALSE,solid,reviewed
FOODON:02020171,piece of chicken,A severed part of a chicken.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020404,turkey material,Material that derives from some turkey.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020428,piece of turkey,A severed part of a turkey.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020436,turkey organ,An organ that derives from a turkey.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020686,poultry material,Material that derives from some poultry.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020694,piece of poultry,A severed part of a poultry.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020797,mussel material,Material that derives from some mussel.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020889,cow material,Material that derives from some cow.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020890,cow substance,Material which is produced by a cow.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02020891,cow milk,Milk which is produced by cow lactation.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02021462,shrimp material,Material that derives from some shrimp.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02021649,pig material,Material that derives from some pig.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03000128,serrano pepper,A berry fruit of a serrano pepper plant.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03000221,spinach (whole or pieces),Whole spinach or some substance made from processed spinach.,FOODON,solid,FALSE,solid,reviewed
FOODON:03000230,parsley (whole or pieces),A whole or processed parsley.,FOODON,solid,FALSE,solid,reviewed
FOODON:03000242,black pepper (whole or pieces),A whole black pepper or some substance made from processed black pepper.,FOODON,solid,FALSE,solid,reviewed
FOODON:03000287,cheese,A dairy product that is formed by coagulation of the milk protein casein.,FOODON,solid,FALSE,solid,reviewed
FOODON:03000288,bread,"A food prepared from a dough of flour and water, usually by baking.",FOODON,solid,FALSE,solid,reviewed
FOODON:03301014,grape wine,An alcoholic drink made from fermented grapes.,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03301024,honey (raw),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03301036,coffee (liquid drink),__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03301051,candy,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03301061,corn syrup,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03301073,sugar (granulated),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03301127,grape juice,A fruit juice made from grapes.,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03301296,fruit juice (liquid),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03301326,cabbage head (raw),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03301397,sauerkraut,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03301402,ginseng,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03301424,bee pollen,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03301444,vegetable juice food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03301453,tomato,A berry fruit of a tomato plant (Solanum lycopersicum).,FOODON,solid,FALSE,solid,reviewed
FOODON:03301467,bean (whole or pieces),A bean substance is a substance made by processing seed from a bean plant.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03301484,skim milk food product,"Skimmed milk (British English), or skim milk (American English), is made when all the milkfat is removed from whole milk. It tends to contain around 0.1% fat.",FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03301502,yogurt (plain),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03301641,rice kernel food product,A rice food product consisting of hulled rice kernels.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03301670,sake,__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03301706,mussel (raw),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03301826,olive oil,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03301833,potato chip,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03301941,cereal grain,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03301977,beverage food product,"A liquid prepared for consumption, or a product that can be combined with water or milk to make one.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03302008,vegetable (raw),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03302072,beeswax,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03302116,cow milk (liquid),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03302142,soybean flour,A flour made from soybeans.,FOODON,solid,FALSE,solid,reviewed
FOODON:03302340,whole wheat flour,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03302378,potato flour,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03302389,soybean beverage,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03302500,corn flour,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03302578,canola oil,__ENVHARMONIZER_MISSING__,FOODON,liquid,FALSE,__ENVHARMONIZER_MISSING__,reviewed
FOODON:03302775,whiskey,__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03302776,soybean oil,__ENVHARMONIZER_MISSING__,FOODON,liquid,FALSE,__ENVHARMONIZER_MISSING__,reviewed
FOODON:03302920,curry paste,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03302946,custard,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03303130,infant formula,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03303171,nut,A whole nut with or without its shell.,FOODON,solid,FALSE,solid,reviewed
FOODON:03303220,dessert food,A food product served during the dessert course of a meal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03303380,spice food product,A food product derived from a spice.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03303918,human milk (raw),Breast milk is the milk produced by the breasts (or mammary glands) of a human female.,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03304313,seed sprout,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03304497,edible seed food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03304685,red cabbage head (raw),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03304704,tequila,__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03304996,soybean (whole or pieces),A whole soybean or some substance made from a processed soybean.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03305091,chicken fat,Fat derived from a chicken.,FOODON,solid,FALSE,solid,reviewed
FOODON:03305263,vegetable oil,__ENVHARMONIZER_MISSING__,FOODON,liquid,FALSE,__ENVHARMONIZER_MISSING__,reviewed
FOODON:03305289,soybean milk,__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03305367,buckwheat food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03305954,grape jelly,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03306052,spice,"A seed, fruit, root, bark, or other plant substance that is primarily used for flavouring or colouring food.",FOODON,solid,FALSE,solid,reviewed
FOODON:03306185,rice bran,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03306255,toast,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03306429,meat (raw),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03306448,infant food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03306632,nut (whole or pieces),A whole nut or some substance made from a processed nut.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03306633,olive oil (virgin),"Virgin olive oil is oil obtained from the fruit of the olive tree solely by mechanical or other physical means under conditions, particularly thermal conditions, that do not lead to alterations in the oil, and which have not undergone any treatment other than washing, decantation, centrifugation and filtration.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03306811,chickpea,A seed of a chickpea plant (Cicer arietinum).,FOODON,solid,FALSE,solid,reviewed
FOODON:03306867,peanut butter,"A food paste or spread made from ground, dry-roasted peanuts.",FOODON,solid,FALSE,solid,reviewed
FOODON:03307240,chocolate,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03307312,rice wine,__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03307345,sugar (refined),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03307448,whole wheat food product,A food product made from all the parts of a whole wheat kernel.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03307455,cow milk (raw),Raw cow milk.,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03307539,food (dried),Food material which has been dried.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03307867,tea leaf,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03308628,shellfish (raw),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03309491,gin,__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03309664,tofu food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03309702,millet seed (dried),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03309857,peanut oil,A mild-tasting vegetable oil derived from peanuts.,FOODON,liquid,FALSE,__ENVHARMONIZER_MISSING__,reviewed
FOODON:03309871,rice powder,Rice milled to a powdery consistency.,FOODON,solid,FALSE,solid,reviewed
FOODON:03309980,buckwheat flour,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03309997,food material for animals,Food product for animal covers foods intended for consumption by domesticated animals.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03310002,soybean paste,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03310006,fermented bean product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03310070,peppercorn,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03310185,ghee,A type of clarified butter originating from the Indian subcontinent.,FOODON,solid,FALSE,solid,reviewed
FOODON:03310272,red wine,A type of wine made from dark-colored grape varieties.,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03310273,white wine,A wine that is fermented with little or no grape skin contact.,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03310351,butter,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03310370,coriander,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03310387,oil,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03310646,legume,A seed of a legume plant in the family Fabaceae.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03310681,tapioca flour,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03310719,animal fat food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03310759,sparkling wine,__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03310760,sherry,__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03310788,apple (whole or pieces),A whole apple or some substance made from processed apple.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03310815,soft drink,__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03310833,white corn flour,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03311126,food (raw),Food material which is raw.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03311167,chive leaf (raw),A raw chive leaf,FOODON,solid,FALSE,solid,reviewed
FOODON:03311585,herbal tea,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:03311737,processed food,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03315013,snack food,A snack is a small portion of food and generally eaten between meals.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03315026,essential oil,__ENVHARMONIZER_MISSING__,FOODON,liquid,FALSE,__ENVHARMONIZER_MISSING__,reviewed
FOODON:03315081,tea food product,"An aromatic beverage commonly prepared by pouring hot or boiling water over cured leaves of the Camellia sinensis, an evergreen shrub (bush) native to East Asia.",FOODON,solid,FALSE,solid,reviewed
FOODON:03315102,chicken egg material,Food material derived from a chicken egg.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03315106,orange,A hesperidium fruit of an orange tree (Citrus sinensis).,FOODON,solid,FALSE,solid,reviewed
FOODON:03315184,whole wheat kernel,A caryopsis fruit of a whole wheat wheat plant.,FOODON,solid,FALSE,solid,reviewed
FOODON:03315308,vegetable (whole or pieces),A whole vegetable or some substance made from a processed vegetable.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03315354,potato,A shoot axis tuber of a potato plant (Solanum tuberosum).,FOODON,solid,FALSE,solid,reviewed
FOODON:03315468,shellfish meat (whole or pieces),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03315521,tallow (edible),"Tallow is a rendered form of beef or mutton fat, and is primarily made up of triglycerides. It is solid at room temperature.",FOODON,solid,FALSE,solid,reviewed
FOODON:03315552,juice beverage,__ENVHARMONIZER_MISSING__,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:03315614,berry product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03315615,fruit food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03315904,meat sausage,A food product that is highly seasoned minced meat and is encased in a skin in the shape of a cylinder.,FOODON,solid,FALSE,solid,reviewed
FOODON:03316034,snack (potato-based),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03316046,poultry fat,Fat derived from a poultry.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03316061,chicken egg,An egg which is produced by an oviperous chicken.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03316079,herbal infusion,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03316271,sugar product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:03316347,onion,A bulb of an onion plant (Allium cepa).,FOODON,solid,FALSE,solid,reviewed
FOODON:03316579,multi-component plant food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
